QID,Labels,Frequency,Linked,Lemma,WN Description,Manual Review Section,Accept,Not an occupation,Notes,Correct Wikidata
http://www.wikidata.org/entity/Q160845,"sociolinguistics, socio linguistics, socio-linguistics",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06190839-n,sociolinguistics,the study of language in relation to its sociocultural context,manual_review_babel.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q105985,"judiciary, judicial power, judicial branch",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-08183217-n,"judicature, judicatory, judicial system, judiciary",the system of law courts that administer justice and constitute the judicial branch of government,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entityQ531471,Chancellor of the Exchequer,1,https://en-word.net/id/oewn-09926866-n,,,Confirmed,TRUE,FALSE,,
http://www.wikidata.org/entity/Q199169,"floriculture, flower farming",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-00923213-n,"floriculture, flower gardening",the cultivation of flowering plants,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q43483,"water well, borewell, village pump",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-04579630-n,well,a deep hole or shaft dug or drilled to obtain water or oil or gas or brine,manual_review_gf.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q43483,"water well, borewell, village pump",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-04579845-n,well,an enclosed compartment in a ship or plane for holding something as e.g. fish or a plane's landing gear or for protecting something as e.g. a ship's pumps,manual_review_gf.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q7361618,"Roman Catholic, Roman Catholic person, Roman Catholic (term)",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09699900-n,Roman Catholic,a member of the Roman Catholic Church,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q134995,"bibliography, bibliology",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06498467-n,bibliography,a list of writings with time and place of publication (such as the writings of a single author or the works referred to in preparing a document etc.),manual_review_babel.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q272999,"masonry, masonry construction",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-03731208-n,masonry,structure built of stone or brick by a mason,manual_review_babel.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q272999,"masonry, masonry construction",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-00610164-n,masonry,the craft of a mason,manual_review_gf.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q14595679,"ensign, flag bearer, standard bearer",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09639752-n,ensign,a person who holds a commissioned rank in the United States Navy or the United States Coast Guard; below lieutenant junior grade,manual_review_babel.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q487865,"dervish, darvesh",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10025999-n,dervish,an ascetic Muslim monk; a member of an order noted for devotional exercises involving bodily movements,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q350834,"sleight of hand, prestidigitation, legerdemain",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-00553349-n,"sleight of hand, prestidigitation",manual dexterity in the execution of tricks,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q884301,stowaway,1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10679910-n,stowaway,a person who hides aboard a ship or plane in the hope of getting free passage,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q125161,"partisan, partizan",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-03899914-n,"partisan, partizan",a pike with a long tapering double-edged blade with lateral projections; 16th and 17th centuries,manual_review_babel.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q132311,"fantasy, fantasy fiction",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06380048-n,"phantasy, fantasy",fiction with a large amount of imagination in it; she made a lot of money writing romantic fantasies,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entityQ47131,"Ku Klux Klan, KKK, Klan",1,https://en-word.net/id/oewn-08046174-n,,,Confirmed,TRUE,TRUE,,
http://www.wikidata.org/entity/Q12739,"nuclear power, nuclear energy, atomic energy",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-11446239-n,"atomic power, nuclear power",nuclear energy regarded as a source of electricity for the power grid (for civilian use),manual_review_babel.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q168796,"spirituality, the spiritual",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-04628671-n,"spiritism, spiritualism, spirituality, otherworldliness",concern with things of the spirit,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entityQ464242,"American Federation of Labor, AFL, A.F. of L.",1,https://en-word.net/id/oewn-08250834-n,,,Confirmed,TRUE,TRUE,,
http://www.wikidata.org/entity/Q33487,"homophobia, homomisia",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06213207-n,homophobia,prejudice against (fear or dislike of) homosexual people and homosexuality,manual_review_babel.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q14745,furniture,1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-03410635-n,"piece of furniture, article of furniture, furniture",furnishings that make a room or other area ready for occupancy; they had too much furniture for the small apartment; there was only one piece of furniture in the room,manual_review_babel.csv,FALSE,FALSE,,
http://www.wikidata.org/entityQ872,"radio communications, radio",1,https://en-word.net/id/oewn-06287788-n,,,Confirmed,TRUE,TRUE,,
http://www.wikidata.org/entityQ43290,Talmud,1,https://en-word.net/id/oewn-06474066-n,,,Confirmed,TRUE,TRUE,,
http://www.wikidata.org/entity/Q110223,"Mennonites, Mennonite, Mennists",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09696957-n,Mennonite,a member of an Anabaptist movement in Holland noted for its simplicity of life,manual_review_babel.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q5588439,gourmand,1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10152508-n,"glutton, gourmand, gourmandizer, trencherman",a person who is devoted to eating and drinking to excess,manual_review_babel.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q1060330,subversion,1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-00216705-n,"subversion, subversive activity",the act of subverting; as overthrowing or destroying a legally constituted government,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entityQ889,"Afghanistan, 🇦🇫, AFG",1,https://en-word.net/id/oewn-08721268-n,,,Confirmed,TRUE,TRUE,,
http://www.wikidata.org/entity/Q829492,procurement,1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-00084549-n,"procural, procurance, procurement",the act of getting possession of something; he was responsible for the procurement of materials and supplies,manual_review_babel.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q83204,"triumvirate, triarchy",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-08003424-n,triumvirate,a group of three men responsible for public administration or civil authority,manual_review_babel.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q11403,"samba, samba urbano carioca, samba carioca",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-07070935-n,samba,music composed for dancing the samba,manual_review_babel.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q830588,"field guide, classification book, classification guide book",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06434555-n,field guide,a guidebook describing natural objects of some type that might be encountered in the field; a field guide to mushrooms,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q11236878,lacquer,1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-03637102-n,lacquer,a hard glossy coating,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q7234157,Poster child,1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10476516-n,poster child,a child afflicted by some disease or deformity whose picture is used on posters to raise money for charitable purposes; she was the poster child for muscular dystrophy,manual_review_babel.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q2419953,"person of short stature, Lilliputian, midget (Kami)",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10282577-n,lilliputian,a very small person (resembling a Lilliputian),manual_review_gf.csv,FALSE,FALSE,,
http://www.wikidata.org/entityQ181095,"Nicotiana tabacum, Tobacco, cultivated tobacco",1,https://en-word.net/id/oewn-12928617-n,,,Confirmed,TRUE,TRUE,,
http://www.wikidata.org/entityQ184559,"arteriosclerosis, arteriosclerotic vascular disease, vascular sclerosis",1,https://en-word.net/id/oewn-14131806-n,,,Confirmed,TRUE,TRUE,,
http://www.wikidata.org/entity/Q1572315,"collotype technique, collotype",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06692471-n,"photogelatin process, collotype, collotype printing",a photomechanical printing process that uses a glass plate with a gelatin surface that carries the image to be reproduced; can be used with one or more colors,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q1899679,visual communication,1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06886302-n,visual communication,communication that relies on vision,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q52106,biogeography,1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06075964-n,biogeography,dealing with the geographical distribution of animals and plants,manual_review_babel.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q152213,striptease,1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-00532527-n,"strip, strip show, striptease",a form of erotic entertainment in which a dancer gradually undresses to music; she did a strip right in front of everyone,manual_review_gf.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q507369,electromyography,1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-01007996-n,electromyography,diagnosis of neuromuscular disorders with the use of an electromyograph,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q595094,sister,1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10622393-n,"sis, sister",a female person who has the same parents as another person; my sister married a musician,manual_review_gf.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q31184,"sibling, siblings, brothers",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10614572-n,"sib, sibling",a person's brother or sister,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q1132127,"hip hop culture, hiphop, hip hop",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-08306203-n,hip-hop,an urban youth culture associated with rap music and the fashions of African-American residents of the inner city,manual_review_gf.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q1436734,adventure,1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-00797976-n,"dangerous undertaking, risky venture, adventure, escapade",a wild and exciting undertaking (not necessarily lawful),manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q1455871,"child care, childcare, child minding",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-01212453-n,"child care, childcare",a service involving care for other people's children,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q10972543,factotum,1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10095590-n,factotum,a servant employed to do a variety of jobs,manual_review_gf.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q44342,"legend, folk tale",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06383036-n,"fable, legend",a story about mythical or supernatural beings or events,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q454812,"medical jurisprudence, legal medicine, forensic medicine",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06059788-n,"forensic medicine, forensic pathology",the branch of medical science that uses medical knowledge for legal purposes; forensic pathology provided the evidence that convicted the murderer,manual_review_gf.csv,FALSE,FALSE,,
http://www.wikidata.org/entityQ109964,"folk etymology, pseudo-etymology, popular etymology",1,https://en-word.net/id/oewn-06526777-n,,,Confirmed,TRUE,TRUE,,
http://www.wikidata.org/entity/Q201456,"directory, folder, drawer",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06502442-n,directory,(computer science) a listing of the files stored in memory (usually on a hard disk),manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q10566551,safety,1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-14562074-n,safety,the state of being certain that adverse effects will not be caused by some agent under defined conditions; insure the safety of the children; the reciprocal of safety is risk,manual_review_babel.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q1949963,statistic,1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06030848-n,statistic,a datum that can be represented numerically,manual_review_babel.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q37707,haiku,1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06392118-n,haiku,an epigrammatic Japanese verse form of three short lines,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q860792,"picture frame, frame",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-03938003-n,picture frame,a framework in which a picture is mounted,manual_review_babel.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q860792,"picture frame, frame",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-03395829-n,"frame, framing",a framework that supports and protects a picture or a mirror; the frame enhances but is not itself the subject of attention; the frame was much more valuable than the miror it held,manual_review_gf.csv,FALSE,FALSE,,
http://www.wikidata.org/entityQ168756,"University of California, Berkeley, University of California Berkeley, UC Berkeley",1,https://en-word.net/id/oewn-04519127-n,,,Confirmed,TRUE,TRUE,,
http://www.wikidata.org/entity/Q2385804,"educational institution, education institution, educational institute",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-08293263-n,educational institution,an institution dedicated to education,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q104319,"Seventh-day Adventist Church, Seventh-day Adventism, SDA",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06237252-n,Seventh-Day Adventism,Adventism that is strongly Protestant and observes Saturday as the Sabbath,manual_review_babel.csv,FALSE,FALSE,,
http://www.wikidata.org/entityQ42814,"Euskadi Ta Askatasuna, ETA, Basque Fatherland and Freedom (ETA)",1,https://en-word.net/id/oewn-08034942-n,,,Confirmed,TRUE,TRUE,,
http://www.wikidata.org/entityQ40218,"spacecraft, spaceship, space ship",1,https://en-word.net/id/oewn-04272024-n,,,Confirmed,TRUE,TRUE,,
http://www.wikidata.org/entity/Q4115013,"law degree, Bachelor-Abschluss in Rechtswissenschaften",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06717503-n,law degree,degree conferred on someone who successfully completes law school,manual_review_babel.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q102538,"company, military company, company (military unit)",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-08231193-n,company,small military unit; usually two or three platoons,manual_review_babel.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q506132,"psychometrics, psychometry, psychological measurement",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06150474-n,"psychometrics, psychometrika, psychometry",any branch of psychology concerned with psychological measurements,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q49389,tourism,1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-00298987-n,"tourism, touristry",the business of providing services to tourists; Tourism is a major business in Bermuda,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q325253,osteopathy,1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-00710458-n,osteopathy,therapy based on the assumption that restoring health is best accomplished by manipulating the skeleton and muscles,manual_review_babel.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q11417,"martial art, martial arts",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-00827104-n,martial art,any of several Oriental arts of weaponless self-defense; usually practiced as a sport; he had a black belt in the martial arts,manual_review_babel.csv,FALSE,FALSE,,
http://www.wikidata.org/entityQ476294,"oriental studies, Orientalics, Orientalism",1,https://en-word.net/id/oewn-06167901-n,,,Confirmed,TRUE,TRUE,,
http://www.wikidata.org/entity/Q934569,"embroidery stitch, stitch",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-04187375-n,"sewing stitch, embroidery stitch",a stitch made with thread and a threaded sewing needle through fabric or leather,manual_review_babel.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q5378,"rugby, rugby football",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-00472041-n,"rugby, rugby football, rugger",a form of football played with an oval ball,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q9764,flamenco,1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-07069441-n,flamenco,guitar music composed for dancing the flamenco,manual_review_gf.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q9764,flamenco,1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-00534073-n,"gypsy dancing, flamenco",a style of dancing characteristic of the Andalusian Gypsies; vigorous and rhythmic with clapping and stamping of feet,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entityQ156362,winery,1,https://en-word.net/id/oewn-04599768-n,,,Confirmed,TRUE,TRUE,,
http://www.wikidata.org/entity/Q1734,volleyball,1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-00481222-n,"volley ball, volleyball, volleyball game",a game in which two teams hit an inflated ball over a high net using their hands,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q2706826,sheikhdom,1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-08576307-n,"sheikdom, sheikhdom",the domain ruled by a sheik,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q214719,"bibliophilia, bibliophilism, Bibliophile",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09872087-n,"bibliophile, book lover, booklover",someone who loves (and usually collects) books,manual_review_yovisto.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q28598,"cultural anthropology, anthropology, cultural, anthropology of culture",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06156973-n,"social anthropology, cultural anthropology",the branch of anthropology that deals with human culture and society,manual_review_babel.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q7162,"genetics, genetic science",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06085077-n,"genetic science, genetics",the branch of biology that studies heredity and variation in organisms,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q4425763,"interlocutor, communicator, conversation partner",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10230581-n,"interlocutor, conversational partner",a person who takes part in a conversation,manual_review_babel.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q14373,"fishing, angling, Fishing",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-00455145-n,fishing,the occupation of catching fish for a living,manual_review_gf.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q45996,mysticism,1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-05957724-n,"religious mysticism, mysticism",a religion based on mystical communion with an ultimate reality,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entityQ30,"United States of America, United States, the States",1,https://en-word.net/id/oewn-09067337-n,,,Confirmed,TRUE,TRUE,,
http://www.wikidata.org/entityQ7905205,mortar,1,https://en-word.net/id/oewn-03792248-n,,,Confirmed,TRUE,TRUE,,
http://www.wikidata.org/entity/Q51290,"harmonica, French harp, blues harp",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-03499379-n,"harmonica, harp, mouth harp, mouth organ",a small rectangular free-reed instrument having a row of free reeds set back in air holes and played by blowing into the desired hole,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q886247,flower girl,1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10117611-n,flower girl,a young girl who carries flowers in a (wedding) procession,manual_review_babel.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q133981,"first aid, Medical emergencies. Critical care. Intensive care. First aid",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-00657767-n,first aid,emergency care given before regular medical aid can be obtained,manual_review_babel.csv,FALSE,FALSE,,
http://www.wikidata.org/entityQ180935,"shot put, shot-putting, shot putting",1,https://en-word.net/id/oewn-07485115-n,,,Confirmed,TRUE,TRUE,,
http://www.wikidata.org/entity/Q7821620,field marshal,1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10106590-n,field marshal,an officer holding the highest rank in the army,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q181600,"patient, patients, medical patient",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10425439-n,patient,a person who requires medical care; the number of emergency patients has grown rapidly,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q156728,nomenklatura,1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-01156578-n,nomenklatura,the system of patronage in communist countries; controlled by committees in the Communist Party,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q744443,"libertine, libertin",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10277344-n,"rounder, debauchee, libertine",a dissolute person; usually a man who is morally unrestrained,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q202691,"doge, doges, dogi",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10042989-n,doge,formerly the chief magistrate in the republics of Venice and Genoa,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q29552,"Democratic Party, Democrats, Democrat",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-08276077-n,Democratic Party,the older of two major political parties in the United States,manual_review_babel.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q3887,solar eclipse,1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-07383477-n,solar eclipse,the moon interrupts light from the sun,manual_review_babel.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q130,"Friday, Fri, Fr",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-15189510-n,"Fri, Friday",the sixth day of the week; the fifth working day,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entityQ362,"World War II, WW2, WWII",1,https://en-word.net/id/oewn-01314587-n,,,Confirmed,TRUE,TRUE,,
http://www.wikidata.org/entity/Q1753094,"United States Postmaster General, Postmaster General, Postmaster General of the United States",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10479330-n,postmaster general,the official in charge of the national postal service,manual_review_yovisto.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q228044,"blackjack, Card Games/Blackjack",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-00491361-n,"blackjack, twenty-one, vingt-et-un",a gambling game using cards; the object is to hold cards having a higher count than those dealt to the banker up to but not exceeding 21,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q44703,"ornithology, avian science, avian biology",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06083044-n,ornithology,the branch of zoology that studies birds,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q243237,taxidermy,1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-05644247-n,taxidermy,the art of mounting the skins of animals so that they have lifelike appearance,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q1650727,"song book, songbook",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06429789-n,songbook,a book containing a collection of songs,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q5308931,"drug user, drug users",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-10055991-n,"substance abuser, drug user, user",a person who takes drugs,manual_review_babel.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q1120828,"satin stitch, Long and short stitch",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-04145643-n,satin stitch,flat stitches worked so closely as to resemble satin,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q28813,"fraud, commercial fraud, deceit",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-00770581-n,fraud,intentional deception resulting in injury to another person,manual_review_babel.csv,FALSE,FALSE,,
http://www.wikidata.org/entityQ1854,"Ho Chi Minh City, Ho Chi Minh, Sài Gòn",1,https://en-word.net/id/oewn-09187034-n,,,Confirmed,TRUE,TRUE,,
http://www.wikidata.org/entity/Q37681,"silk, silk fiber",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-04226491-n,silk,a fabric made from the fine threads produced by certain insect larvae,manual_review_gf.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q37681,"silk, silk fiber",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-15066478-n,silk,animal fibers produced by silkworms and other larvae that spin cocoons and by most spiders,manual_review_gf.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q6382533,"battalion, batt, btn",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-08231004-n,battalion,an army unit usually consisting of a headquarters and three or more companies,manual_review_babel.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q715396,"solid-state physics, solid state physics",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06121086-n,solid-state physics,the branch of physics that studies the properties of materials in the solid state: electrical conduction in crystals of semiconductors and metals; superconductivity; photoconductivity,manual_review_babel.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q3236725,catamite,1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-09920326-n,catamite,a boy who submits to a sexual relationship with a man,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q185698,"methodology, research methodology",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06176614-n,"methodological analysis, methodology",the branch of philosophy that analyzes the principles and procedures of inquiry in a particular discipline,manual_review_babel.csv,FALSE,FALSE,,
http://www.wikidata.org/entityQ7397,"software, computer software, computational tool",1,https://en-word.net/id/oewn-06578068-n,,,Confirmed,TRUE,TRUE,,
http://www.wikidata.org/entityQ682010,video art,1,https://en-word.net/id/oewn-92439235-n,,,Confirmed,TRUE,TRUE,,
http://www.wikidata.org/entity/Q208145,iconography,1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-03564324-n,iconography,the images and symbolic representations that are traditionally associated with a person or a subject; religious iconography; the propagandistic iconography of a despot,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entityQ38022,"St. Louis, St. Louis, Missouri, City of St. Louis",1,https://en-word.net/id/oewn-09130248-n,,,Confirmed,TRUE,TRUE,,
http://www.wikidata.org/entity/Q127843,"pen name, pseudonym, nom de plume",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06350023-n,"pen name, nom de plume",an author's pseudonym,manual_review_babel.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q44914,"sudoku, Suduko, Sudoko",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06798869-n,sudoku,a number puzzle in which the numbers 1 through 9 must be placed into a grid of cells so that each row or column contains only one of each number,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q1341429,"rescue, rescue work",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-00094303-n,"saving, deliverance, delivery, rescue",recovery or preservation from loss or danger; work is the deliverance of mankind; a surgeon's job is the saving of lives,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entityQ1639780,"regulatory agency, regulatory body, independent body",1,https://en-word.net/id/oewn-08370333-n,,,Confirmed,TRUE,TRUE,,
http://www.wikidata.org/entity/Q14625016,"associate degree, associates degree, associate's degree",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-06710466-n,"associate, associate degree",a degree granted by a two-year college on successful completion of the undergraduates course of studies,manual_review_multi.csv,FALSE,FALSE,,
http://www.wikidata.org/entity/Q8371,"cello, violoncello",1,https://en-word.net/id/oewn-https://en-word.net/id/oewn-02995666-n,"cello, violoncello",a large stringed instrument; seated player holds it upright while playing,manual_review_multi.csv,FALSE,FALSE,,
