Taxon,Name,Definition,OEWN,Taxon,Name,Definition,Wikidata QID,Type,Accept,Notes
family,Diodontidae,spiny puffers,https://en-word.net/id/oewn-02657985-n,family,Diodontidae,family of fish (Diodontidae),https://www.wikidata.org/entity/Q329334,Exact,TRUE,
genus,Diodon,type genus of the Diodontidae,https://en-word.net/id/oewn-02658324-n,genus,Diodon,genus of fishes,https://www.wikidata.org/entity/Q1809104,Exact,TRUE,
genus,Chilomycterus,burrfishes,https://en-word.net/id/oewn-02658801-n,genus,Chilomycterus,genus of fishes,https://www.wikidata.org/entity/Q2690499,Exact,TRUE,
family,Molidae,ocean sunfishes,https://en-word.net/id/oewn-02659056-n,family,Molidae,family of fish,https://www.wikidata.org/entity/Q726231,Exact,TRUE,
genus,Mola,type genus of the Molidae,https://en-word.net/id/oewn-02659180-n,genus,Mola,genus of fishes,https://www.wikidata.org/entity/Q1178471,Exact,TRUE,
order,Pleuronectiformes,flatfishes: halibut; sole; flounder; plaice; turbot; tonguefishes,https://en-word.net/id/oewn-02659713-n,order,Pleuronectiformes,order of fishes,https://www.wikidata.org/entity/Q59577,Exact,TRUE,
family,Pleuronectidae,righteye flounders,https://en-word.net/id/oewn-02660435-n,family,Pleuronectidae,family of flounders,https://www.wikidata.org/entity/Q647087,Exact,TRUE,
genus,Pleuronectes,type genus of the Pleuronectidae,https://en-word.net/id/oewn-02661011-n,genus,Pleuronectes,genus of fishes,https://www.wikidata.org/entity/Q572495,Exact,TRUE,
genus,Platichthys,a genus of Pleuronectidae containing the starry flounders (Platichthys),https://en-word.net/id/oewn-02661300-n,genus,Platichthys,genus of fishes,https://www.wikidata.org/entity/Q849396,Exact,TRUE,
genus,Limanda,a genus of Pleuronectidae; righteye flounders having a humped nose and small scales; the underside is often brightly colored,https://en-word.net/id/oewn-02661574-n,genus,Limanda,genus of flounders,https://www.wikidata.org/entity/Q2081138,Exact,TRUE,
genus,Pseudopleuronectes,"a genus of Pleuronectidae containing the righteye flounders, most of which are native to the northwestern Pacific Ocean, with one species native to the northwestern Atlantic Ocean (Pseudopleuronectes)",https://en-word.net/id/oewn-02661972-n,genus,Pseudopleuronectes,genus of fishes,https://www.wikidata.org/entity/Q2191969,Exact,TRUE,
genus,Microstomus,a genus of Pleuronectidae containing the righteye flounders native to the North Pacific and Northeast Atlantic Oceans (Microstomus),https://en-word.net/id/oewn-02662297-n,genus,Microstomus,genus of fishes,https://www.wikidata.org/entity/Q549006,Exact,TRUE,
genus,Hippoglossoides,a genus of Pleuronectidae containing the righteye flounders native to the North Pacific and North Atlantic Oceans (Hippoglossoides),https://en-word.net/id/oewn-02662591-n,genus,Hippoglossoides,genus of fishes,https://www.wikidata.org/entity/Q2708737,Exact,TRUE,
genus,Hippoglossus,halibuts,https://en-word.net/id/oewn-02663042-n,genus,Hippoglossus,genus of fishes,https://www.wikidata.org/entity/Q2697230,Exact,TRUE,
family,Bothidae,a family of fish of the order Heterosomata,https://en-word.net/id/oewn-02663399-n,family,Bothidae,family of fishes,https://www.wikidata.org/entity/Q838524,Exact,TRUE,
genus,Paralichthys,"a genus of Bothidae, containing the large-tooth flounders (Paralichthys)",https://en-word.net/id/oewn-02663947-n,genus,Paralichthys,genus of fishes,https://www.wikidata.org/entity/Q3011327,Exact,TRUE,
genus,Etropus,"a genus of Bothidae, containing the large-tooth flounders native to the coastal waters of the Americas (Etropus)",https://en-word.net/id/oewn-02664395-n,genus,Etropus,genus of fishes,https://www.wikidata.org/entity/Q5404893,Exact,TRUE,
genus,Citharichthys,"a genus of Bothidae, containing some of the large-tooth flounders, sanddabs, whiffs, and flounders (Citharichthys)",https://en-word.net/id/oewn-02664711-n,genus,Citharichthys,genus of fishes,https://www.wikidata.org/entity/Q2491501,Exact,TRUE,
genus,Scophthalmus,"a genus of Bothidae, containing some of the turbots (Scophthalmus)",https://en-word.net/id/oewn-02665318-n,genus,Scophthalmus,genus of fishes,https://www.wikidata.org/entity/Q2705790,Exact,TRUE,
genus,Psetta,a genus of Bothidae,https://en-word.net/id/oewn-02665716-n,genus,Psetta,genus of fishes,https://www.wikidata.org/entity/Q2499212,Exact,TRUE,
family,Cynoglossidae,tonguefishes,https://en-word.net/id/oewn-02665982-n,family,Cynoglossidae,family of flatfishes,https://www.wikidata.org/entity/Q1136219,Exact,TRUE,
family,Soleidae,soles,https://en-word.net/id/oewn-02666287-n,family,Soleidae,family of fishes,https://www.wikidata.org/entity/Q736867,Exact,TRUE,
genus,Solea,type genus of the Soleidae,https://en-word.net/id/oewn-02666766-n,genus,Solea,genus of fishes,https://www.wikidata.org/entity/Q531725,Exact,TRUE,
genus,Parophrys,"a genus of Soleidae, containing the English sole (Parophrys)",https://en-word.net/id/oewn-02667141-n,genus,Parophrys,genus of flounders,https://www.wikidata.org/entity/Q3014512,Exact,TRUE,
genus,Psettichthys,"a genus of Soleidae, containing the Pacific sand sole (Psettichthys)",https://en-word.net/id/oewn-02667453-n,genus,Psettichthys,genus of fishes,https://www.wikidata.org/entity/Q14672291,Exact,TRUE,
genus,Trinectes,"a genus of Soleidae, containing the hogchoker (Trinectes)",https://en-word.net/id/oewn-02667749-n,genus,Trinectes,genus of fishes,https://www.wikidata.org/entity/Q224890,Exact,TRUE,
family,Bible,a large Bible with pages to record marriages and births,https://en-word.net/id/oewn-06459953-n,genus,Bibla,genus of butterflies,https://www.wikidata.org/entity/Q4903068,Similar,FALSE,error
class,Anthoceropsida,hornworts: in some classification systems included in the class Hepaticopsida,https://en-word.net/id/oewn-11558574-n,,,,,No match,FALSE,Merge 11558792-n into this synset
class,Gymnospermae,plants having naked seeds not enclosed in an ovary; in some systems considered a class (Gymnospermae) and in others a division (Gymnospermophyta); comprises three subdivisions (or classes): Cycadophytina (class Cycadopsida) and Gnetophytina (class Gnetopsida) and Coniferophytina (class Coniferopsida); in some classifications the Coniferophytina are divided into three groups: Pinophytina (class Pinopsida) and Ginkgophytina (class Ginkgopsida) and Taxophytina (class Taxopsida),https://en-word.net/id/oewn-11615763-n,genus,Gymnosperma,genus of plants,https://www.wikidata.org/entity/Q5625083,Similar,TRUE,
genus,Bennettitis,type of the Bennettitales,https://en-word.net/id/oewn-11625027-n,,,,,No match,FALSE,no match
genus,Lagarostrobus,genus of dioecious evergreen trees of New Zealand and Tasmania; similar to genus Dacrydium,https://en-word.net/id/oewn-11676215-n,genus,Lagarostrobos,genus of plants (fossil),https://www.wikidata.org/entity/Q3216153,Similar,TRUE,
genus,Saxegothea,one species: Prince Albert's yew,https://en-word.net/id/oewn-11679519-n,genus,Saxegothaea,genus of plants,https://www.wikidata.org/entity/Q13080853,Similar,TRUE,
class,Ginkgopsida,ginkgos: in some systems classified as a class and in others as a subdivision; used in some classifications for one of five subdivisions of Gymnospermophyta,https://en-word.net/id/oewn-11683900-n,class,Ginkgoopsida,class of plants,https://www.wikidata.org/entity/Q10788836,Similar,TRUE,
class,Angiospermae,comprising flowering plants that produce seeds enclosed in an ovary; in some systems considered a class (Angiospermae) and in others a division (Magnoliophyta or Anthophyta),https://en-word.net/id/oewn-11685380-n,,,,,No match,FALSE,https://www.wikidata.org/wiki/Q25314
genus,Hernaria,low-growing Old World herbs with minute bright green leaves,https://en-word.net/id/oewn-11831028-n,genus,Herniaria,genus of plants,https://www.wikidata.org/entity/Q164172,Similar,TRUE,
genus,Molluga,carpetweeds,https://en-word.net/id/oewn-11841884-n,genus,Mollugo,genus of plants,https://www.wikidata.org/entity/Q2639601,Similar,TRUE,
family,Batidaceae,family coextensive with genus Batis: saltworts,https://en-word.net/id/oewn-11847638-n,,,,,No match,FALSE,https://www.wikidata.org/wiki/Q2094045
genus,Hunnemania,one species: golden cup,https://en-word.net/id/oewn-11926458-n,genus,Hunnemannia,genus of plants,https://www.wikidata.org/entity/Q16325285,Similar,TRUE,
genus,Hunnemania,one species: golden cup,https://en-word.net/id/oewn-11926458-n,genus,Hannemania,genus of arachnids,https://www.wikidata.org/entity/Q49504480,Similar,FALSE,
genus,Brickelia,genus of herbs of southwestern America having usually creamy florets followed by one-seeded fruits in a prominent bristly sheath,https://en-word.net/id/oewn-11962613-n,genus,Brickellia,genus of plants,https://www.wikidata.org/entity/Q4965994,Similar,TRUE,
genus,Brickelia,genus of herbs of southwestern America having usually creamy florets followed by one-seeded fruits in a prominent bristly sheath,https://en-word.net/id/oewn-11962613-n,genus,Bickelia,genus of flies,https://www.wikidata.org/entity/Q4903646,Similar,FALSE,
genus,Gerea,small genus of hairy herbs with yellow flowers,https://en-word.net/id/oewn-11992610-n,genus,Berea,Chondracanthidae genus,https://www.wikidata.org/entity/Q11841671,Similar,FALSE,https://www.wikidata.org/wiki/Q2711348
genus,Gerea,small genus of hairy herbs with yellow flowers,https://en-word.net/id/oewn-11992610-n,genus,Cerea,genus of arachnids,https://www.wikidata.org/entity/Q1847920,Similar,FALSE,
genus,Gerea,small genus of hairy herbs with yellow flowers,https://en-word.net/id/oewn-11992610-n,genus,Cerea,,https://www.wikidata.org/entity/Q87236687,Similar,FALSE,
genus,Gerea,small genus of hairy herbs with yellow flowers,https://en-word.net/id/oewn-11992610-n,genus,Herea,genus of insects,https://www.wikidata.org/entity/Q5264617,Similar,FALSE,
genus,Gerea,small genus of hairy herbs with yellow flowers,https://en-word.net/id/oewn-11992610-n,genus,Aerea,genus of arachnids,https://www.wikidata.org/entity/Q10401852,Similar,FALSE,
genus,Gerea,small genus of hairy herbs with yellow flowers,https://en-word.net/id/oewn-11992610-n,genus,Jerea,genus of fossil sponges,https://www.wikidata.org/entity/Q67656093,Similar,FALSE,
genus,Gerea,small genus of hairy herbs with yellow flowers,https://en-word.net/id/oewn-11992610-n,genus,Nerea,genus of molluscs,https://www.wikidata.org/entity/Q20675305,Similar,FALSE,
genus,Lagenophera,small genus of herbs of Australia and South America having small solitary white or purple flowers similar to true daisies of genus Bellis,https://en-word.net/id/oewn-12008191-n,genus,Lagenophora,genus of plants,https://www.wikidata.org/entity/Q5220402,Similar,TRUE,
genus,Rhyncostylis,genus of epiphytic orchids of tropical Asia,https://en-word.net/id/oewn-12101989-n,genus,Rhynchostylis,genus of plants,https://www.wikidata.org/entity/Q1300371,Similar,TRUE,
genus,Cyclamen,genus of widely cultivated flowering Eurasian herbs with centrally depressed rounded tubers and rounded heart-shaped leaves,https://en-word.net/id/oewn-12113605-n,,,,,No match,FALSE,https://www.wikidata.org/wiki/Q147295
order,Graminales,"grasses, sedges, rushes",https://en-word.net/id/oewn-12120899-n,,,,,No match,FALSE,https://www.wikidata.org/wiki/Q28502
genus,Kosteletzya,small genus of herbs of southeastern United States and tropical America and Africa,https://en-word.net/id/oewn-12202368-n,genus,Kosteletzkya,genus of plants,https://www.wikidata.org/entity/Q3773987,Similar,TRUE,
genus,Bartle-Frere,a living fossil or so-called ‘green dinosaur’; genus or subfamily of primitive nut-bearing trees thought to have died out 50 million years ago; a single specimen found in 1994 on Mount Bartle Frere in eastern Australia; not yet officially named,https://en-word.net/id/oewn-12234762-n,,,,,No match,FALSE,https://www.wikidata.org/wiki/Q2711732
genus,Guevina,one species: Chilean nut,https://en-word.net/id/oewn-12237353-n,genus,Guavina,genus of fishes,https://www.wikidata.org/entity/Q3218067,Similar,FALSE,https://www.wikidata.org/wiki/Q3104697
genus,Sabbatia,genus of smooth slender North American herbs with showy flowers,https://en-word.net/id/oewn-12318520-n,genus,Sabatia,genus of molluscs,https://www.wikidata.org/entity/Q27925949,Similar,FALSE,
genus,Sabbatia,genus of smooth slender North American herbs with showy flowers,https://en-word.net/id/oewn-12318520-n,genus,Sabatia,genus of plants,https://www.wikidata.org/entity/Q6801770,Similar,TRUE,
genus,Anigozanthus,genus of monocotyledonous plants with curious woolly flowers on sturdy stems above a fan of sword-shaped leaves; includes kangaroo's paw and Australian sword lily; sometimes placed in family Amaryllidaceae,https://en-word.net/id/oewn-12332922-n,genus,Anigozanthos,genus of plants,https://www.wikidata.org/entity/Q1795386,Similar,TRUE,
genus,Hamamelidanthum,genus of fossil plants of the Oligocene having flowers resembling those of the witch hazel; found in Baltic region,https://en-word.net/id/oewn-12334252-n,,,,,No match,FALSE,no match
genus,Hamamelidoxylon,genus of fossil plants having wood identical with or similar to that of the witch hazel,https://en-word.net/id/oewn-12334471-n,,,,,No match,FALSE,no match
genus,Hamamelites,genus of fossil plants having leaves similar to those of the witch hazel,https://en-word.net/id/oewn-12334663-n,genus,Hamamelistes,genus of insects,https://www.wikidata.org/entity/Q10516693,Similar,FALSE,https://www.wikidata.org/wiki/Q2696900
order,Musales,tropical plants,https://en-word.net/id/oewn-12370751-n,,,,,No match,FALSE,https://www.wikidata.org/wiki/Q99438741
family,Cannabidaceae,"two genera of erect or twining herbs that are pollinated by the wind, including the genera Cannabis and Humulus; term not used in all classifications; in some the genus Cannabis is placed in the family Moraceae and the genus Humulus in the family Urticaceae",https://en-word.net/id/oewn-12416772-n,,,,,No match,FALSE,https://www.wikidata.org/wiki/Q156338
genus,Strekelia,a monocotyledonous genus of the amaryllis family,https://en-word.net/id/oewn-12442904-n,genus,Strebelia,genus of molluscs,https://www.wikidata.org/entity/Q7622747,Similar,FALSE,
genus,Strekelia,a monocotyledonous genus of the amaryllis family,https://en-word.net/id/oewn-12442904-n,genus,Sprekelia,genus of plants,https://www.wikidata.org/entity/Q159042,Similar,TRUE,
family,Aloeaceae,one of many families or subfamilies into which some classification systems subdivide the Liliaceae but not widely accepted,https://en-word.net/id/oewn-12456765-n,family,Aloaceae,family of plants,https://www.wikidata.org/entity/Q1806950,Similar,TRUE,
genus,Amianthum,one species: fly poison; sometimes placed in family Melanthiaceae,https://en-word.net/id/oewn-12459482-n,genus,Amianthium,genus of plants,https://www.wikidata.org/entity/Q16868575,Similar,TRUE,
family,Tecophilaeacea,"a family of flowering plants, placed in the order Asparagales of the monocots, including the Chilean blue crocus",https://en-word.net/id/oewn-12485612-n,family,Tecophilaeaceae,family of plants in the order Aparagales,https://www.wikidata.org/entity/Q331169,Similar,TRUE,
genus,Xanthorroea,grass trees; sometimes placed in family Xanthorrhoeaceae,https://en-word.net/id/oewn-12486539-n,genus,Xanthorrhoea,genus of plants endemic to Australia,https://www.wikidata.org/entity/Q767448,Similar,TRUE,
family,Papilionacea,leguminous plants whose flowers have butterfly-shaped corollas; commonly included in the family Leguminosae,https://en-word.net/id/oewn-12522042-n,family,Papilionaceae,family of plants,https://www.wikidata.org/entity/Q2615411,Similar,TRUE,
order,Palmales,coextensive with the family Palmae: palms,https://en-word.net/id/oewn-12601978-n,order,Parmales,order of chromista,https://www.wikidata.org/entity/Q21221606,Similar,FALSE,https://www.wikidata.org/wiki/Q1096533
order,Naiadales,an order of aquatic monocotyledonous herbaceous plants,https://en-word.net/id/oewn-12631694-n,order,Najadales,order of plants,https://www.wikidata.org/entity/Q1112837,Similar,TRUE,
genus,Triostium,genus of Asiatic and North American herbs: feverroot,https://en-word.net/id/oewn-12700473-n,genus,Triosteum,genus of plants,https://www.wikidata.org/entity/Q3312339,Similar,TRUE,
genus,Swietinia,tropical American mahogany trees,https://en-word.net/id/oewn-12720538-n,genus,Swietenia,genus of plants,https://www.wikidata.org/entity/Q133418,Similar,TRUE,
genus,Turreae,genus of trees and shrubs of tropical Africa and Asia and Australia,https://en-word.net/id/oewn-12721591-n,,,,,No match,FALSE,https://www.wikidata.org/wiki/Q2235097
genus,Citroncirus,a cross between Citrus sinensis and Poncirus trifoliata,https://en-word.net/id/oewn-12732909-n,genus,×Citroncirus,genus of plants,https://www.wikidata.org/entity/Q21396652,Similar,TRUE,
family,Cyrilliaceae,shrubs and trees with leathery leaves and small white flowers in racemes: genera Cyrilla and Cliftonia,https://en-word.net/id/oewn-12771066-n,family,Cyrillaceae,family of plants,https://www.wikidata.org/entity/Q132989,Similar,TRUE,
family,Staphylaceae,a family of dicotyledonous plants of order Sapindales found mostly in the north temperate zone,https://en-word.net/id/oewn-12790190-n,family,Staphyleaceae,family of plants,https://www.wikidata.org/entity/Q157386,Similar,TRUE,
genus,Symplocus,type and sole genus of Symplocaceae including sweetleaf,https://en-word.net/id/oewn-12797151-n,genus,Symplocos,genus of plants,https://www.wikidata.org/entity/Q133714,Similar,TRUE,
genus,Emmanthe,one species: yellow bells,https://en-word.net/id/oewn-12855956-n,genus,Immanthe,genus of crustaceans,https://www.wikidata.org/entity/Q15148102,Similar,FALSE,https://www.wikidata.org/wiki/Q3053009
genus,Molucella,small genus of aromatic herbs of Mediterranean regions; widely cultivated,https://en-word.net/id/oewn-12878354-n,genus,Moluccella,genus of plants,https://www.wikidata.org/entity/Q2916241,Similar,TRUE,
genus,Molucella,small genus of aromatic herbs of Mediterranean regions; widely cultivated,https://en-word.net/id/oewn-12878354-n,genus,Volucella,genus of insects,https://www.wikidata.org/entity/Q1757472,Similar,FALSE,
genus,Sebastiana,Mexican spurges,https://en-word.net/id/oewn-12949450-n,genus,Sebastiania,genus of plants,https://www.wikidata.org/entity/Q5220377,Similar,TRUE,
order,Sphaeriales,large order of ascomycetous fungi usually having a dark hard perithecia with definite ostioles; in more recent classifications often divided among several orders,https://en-word.net/id/oewn-12984556-n,,,,,No match,FALSE,https://www.wikidata.org/wiki/Q143039
family,Sphaeriaceae,parasitic fungi having globose and sometimes necked or beaked perithecia,https://en-word.net/id/oewn-12984890-n,,,,,No match,FALSE,https://www.wikidata.org/wiki/Q4429008
order,Sclerodermatales,an order of fungi having a peridium surrounding a gleba (sometimes placed in subclass Homobasidiomycetes),https://en-word.net/id/oewn-12989168-n,,,,,No match,FALSE,no match
order,Hymenogastrales,an order of fungi belonging to the class Gasteromycetes; has a distinct basidiocarp with a fleshy or waxy gleba (sometimes placed in subclass Homobasidiomycetes),https://en-word.net/id/oewn-12991632-n,,,,,No match,FALSE,no match
genus,Dictostylium,genus of slime molds that grow on dung and decaying vegetation,https://en-word.net/id/oewn-12997149-n,,,,,No match,FALSE,https://www.wikidata.org/wiki/Q17146891
family,Blastodiaceae,a family of saprobic fungi of order Blastocladiales,https://en-word.net/id/oewn-12999414-n,,,,,No match,FALSE,https://www.wikidata.org/wiki/Q10431050
order,Tuberales,small order of fungi belonging to the subdivision Ascomycota having closed underground ascocarps,https://en-word.net/id/oewn-13005562-n,,,,,No match,FALSE,merge into 13050706-n
order,Lichenales,category used especially in former classifications for organisms now constituting the division Lichenes,https://en-word.net/id/oewn-13007618-n,order,Lichinales,order of fungi,https://www.wikidata.org/entity/Q6543292,Similar,TRUE,
order,Lechanorales,category used in some classification systems for all lichens that produce apothecia,https://en-word.net/id/oewn-13008412-n,order,Lecanorales,order of fungi,https://www.wikidata.org/entity/Q133589,Similar,TRUE,
class,Eumycetes,category used in some classifications: coextensive with division Eumycota,https://en-word.net/id/oewn-13016195-n,,,,,No match,FALSE,no match
class,Basidiomycetes,large class of higher fungi coextensive with subdivision Basidiomycota,https://en-word.net/id/oewn-13017601-n,,,,,No match,FALSE,merge with 13018890-n
family,Volvariaceae,a family of fungi belonging to the order Agaricales,https://en-word.net/id/oewn-13039339-n,,,,,No match,FALSE,merge with 13039777-n
class,Hemiascomycetes,class of fungi in which no ascocarps are formed: yeasts and some plant parasites,https://en-word.net/id/oewn-13045523-n,,,,,No match,FALSE,https://www.wikidata.org/wiki/Q1069627
order,Endomycetales,fungi having a zygote or a single cell developing directly into an ascus,https://en-word.net/id/oewn-13045727-n,,,,,No match,FALSE,https://www.wikidata.org/wiki/Q5147886
class,Plectomycetes,class of fungi in which the fruiting body is a cleistothecium (it releases spores only on decay or disintegration),https://en-word.net/id/oewn-13047289-n,,,,,No match,FALSE,https://www.wikidata.org/wiki/Q132180
class,Pyrenomycetes,class of fungi in which the fruiting body is a perithecium; includes powdery mildews and ergot and Neurospora,https://en-word.net/id/oewn-13048830-n,genus,Pyrenomycetes,,https://www.wikidata.org/entity/Q112253075,Similar,FALSE,https://www.wikidata.org/wiki/Q133607
genus,Dictyophera,closely related to genus Phallus distinguished by an indusium hanging like a skirt from below the pileus,https://en-word.net/id/oewn-13061731-n,genus,Dictyoptera,genus of insects,https://www.wikidata.org/entity/Q4037324,Similar,FALSE,
genus,Dictyophera,closely related to genus Phallus distinguished by an indusium hanging like a skirt from below the pileus,https://en-word.net/id/oewn-13061731-n,genus,Dictyophara,genus of insects,https://www.wikidata.org/entity/Q10471769,Similar,FALSE,
genus,Dictyophera,closely related to genus Phallus distinguished by an indusium hanging like a skirt from below the pileus,https://en-word.net/id/oewn-13061731-n,genus,Dictyophora,genus of fungi,https://www.wikidata.org/entity/Q21220172,Similar,TRUE,
genus,Astreus,a genus of fungi belonging to the family Geastraceae,https://en-word.net/id/oewn-13066594-n,subgenus,Astraeus,"taxon, (Laporte & Gory, 1837), subgenus of astraeus",https://www.wikidata.org/entity/Q110901556,Similar,FALSE,https://www.wikidata.org/wiki/Q10420904
family,Secotiaceae,a family of fungi that have a stalk and cap and a wrinkled mass of tissue (the gleba) where spores are produced; are often dismissed as misshapen forms of other fungi,https://en-word.net/id/oewn-13068145-n,,,,,No match,FALSE,no match
order,Aphyllophorales,includes chiefly saprophytic fungi typically with shelflike bodies; sometimes placed in class Hymenomycetes or included in Agaricales,https://en-word.net/id/oewn-13070045-n,class,Aphyllophorales,order of fungi,https://www.wikidata.org/entity/Q2858281,Similar,TRUE,
class,Tiliomycetes,category used in some systems to comprise the two orders Ustilaginales (smuts) and Uredinales (rusts),https://en-word.net/id/oewn-13086462-n,class,Teliomycetes,class of fungi,https://www.wikidata.org/entity/Q10692511,Similar,TRUE,
order,Moniliales,order of imperfect fungi lacking conidiophores of having conidiophores that are superficial and not enclosed in a pycnidium,https://en-word.net/id/oewn-13098239-n,,,,,No match,FALSE,no match
family,Tuberculariaceae,large family of mainly saprophytic imperfect fungi,https://en-word.net/id/oewn-13102129-n,,,,,No match,FALSE,https://www.wikidata.org/wiki/Q2119178
genus,Rhizoctinia,form genus of imperfect fungi some species of which are now placed in genera Pellicularia and Corticium because their perfect stages have been found,https://en-word.net/id/oewn-13103053-n,genus,Rhizoctonia,genus of fungi,https://www.wikidata.org/entity/Q2716477,Similar,TRUE,
genus,Diacalpa,one species: delicate fern of foothills of Himalayas,https://en-word.net/id/oewn-13217840-n,genus,Diacalla,genus of insects,https://www.wikidata.org/entity/Q21219702,Similar,FALSE,
genus,Diacalpa,one species: delicate fern of foothills of Himalayas,https://en-word.net/id/oewn-13217840-n,genus,Diacalpe,genus of plants,https://www.wikidata.org/entity/Q8767703,Similar,TRUE,
genus,Diacalpa,one species: delicate fern of foothills of Himalayas,https://en-word.net/id/oewn-13217840-n,genus,Diacarpa,,https://www.wikidata.org/entity/Q87195215,Similar,FALSE,
genus,Lomogramma,large scandent ferns of southeastern Asia,https://en-word.net/id/oewn-13224013-n,genus,Lomagramma,genus of plants,https://www.wikidata.org/entity/Q9023570,Similar,TRUE,
family,Loxomataceae,very small family of New Zealand ferns,https://en-word.net/id/oewn-13224449-n,family,Loxsomataceae,family of plants,https://www.wikidata.org/entity/Q769399,Similar,TRUE,
class,Psilopsida,"whisk ferns; comprising the family Psilotaceae or Psilotatae: vascular plants with no roots, partial if any leaf differentiation, and rudimentary spore sacs",https://en-word.net/id/oewn-13236834-n,,,,,No match,FALSE,https://www.wikidata.org/wiki/Q99233195
class,Psilotatae,"whisk ferns; comprising the family Psilotaceae or Psilotatae: vascular plants with no roots, partial if any leaf differentiation, and rudimentary spore sacs",https://en-word.net/id/oewn-13236834-n,,,,,No match,FALSE,
class,Sphenopsida,horsetails and related forms,https://en-word.net/id/oewn-13239620-n,,,,,No match,FALSE,
class,Equisetatae,horsetails and related forms,https://en-word.net/id/oewn-13239620-n,,,,,No match,FALSE,https://www.wikidata.org/wiki/Q5384600
class,Lycopsida,"club mosses and related forms: includes Lycopodiales, Isoetales, Selaginellales, and extinct Lepidodendrales; sometimes considered a subdivision of Tracheophyta",https://en-word.net/id/oewn-13241740-n,,,,,No match,FALSE,https://www.wikidata.org/wiki/Q1149748
class,Lycopodiate,"club mosses and related forms: includes Lycopodiales, Isoetales, Selaginellales, and extinct Lepidodendrales; sometimes considered a subdivision of Tracheophyta",https://en-word.net/id/oewn-13241740-n,,,,,No match,FALSE,
class,Lycopodineae,alternative designation for the class Lycopsida,https://en-word.net/id/oewn-13242281-n,,,,,No match,FALSE,no match
family,Cryptogrammataceae,one of a number of families into which the family Polypodiaceae has been subdivided in some classification systems,https://en-word.net/id/oewn-13247907-n,,,,,No match,FALSE,no match
genus,Cynancum,genus of perennial tropical African lianas,https://en-word.net/id/oewn-13257252-n,genus,Cynanchum,genus of plants,https://www.wikidata.org/entity/Q285262,Similar,TRUE,
genus,Heliobacter,a genus of helical or curved or straight aerobic bacteria with rounded ends and multiple flagella; found in the gastric mucosa of primates (including humans),https://en-word.net/id/oewn-01354094-n,genus,Helicobacter,genus of bacteria,https://www.wikidata.org/entity/Q134684,Similar,TRUE,
genus,Aerobacter,aerobic bacteria widely distributed in nature,https://en-word.net/id/oewn-01356414-n,,,,,No match,FALSE,merge with 01371193-n
class,Schizomycetes,a former classification,https://en-word.net/id/oewn-01360776-n,genus,Schizomycetes,genus of prokaryotes,https://www.wikidata.org/entity/Q21447348,Similar,TRUE,
family,Myxophyceae,former terms for Cyanophyceae,https://en-word.net/id/oewn-01361545-n,,,,,No match,FALSE,no match
family,Schizophyceae,former terms for Cyanophyceae,https://en-word.net/id/oewn-01361545-n,,,,,No match,FALSE,no match
family,Pseudomonodaceae,rod-shaped Gram-negative bacteria; include important plant and animal pathogens,https://en-word.net/id/oewn-01363353-n,family,Pseudomonadaceae,family of bacteria,https://www.wikidata.org/entity/Q138058,Similar,TRUE,
family,Athiorhodaceae,small motile sulphur bacteria,https://en-word.net/id/oewn-01364481-n,,,,,No match,FALSE,no match
family,Nitrobacteriaceae,usually rod-shaped bacteria that oxidize ammonia or nitrites: nitrobacteria,https://en-word.net/id/oewn-01364614-n,family,Nitrobacteraceae,family of bacteria,https://www.wikidata.org/entity/Q7041456,Similar,TRUE,
family,Thiobacteriaceae,free-living coccoid to rod-shaped bacteria that derive energy from oxidizing sulfur or sulfur compounds,https://en-word.net/id/oewn-01365410-n,,,,,No match,FALSE,https://www.wikidata.org/wiki/Q134834
order,Myxobacteriales,an order of higher bacteria,https://en-word.net/id/oewn-01380547-n,order,Mycobacteriales,order of bacteria,https://www.wikidata.org/entity/Q99299816,Similar,TRUE,
genus,Diplococcus,a genus of round bacteria that ordinarily occurs in the form of two joined cells (Diplococcus),https://en-word.net/id/oewn-01383130-n,,,,,No match,FALSE,"not a genus, delete"
phylum,Protozoa,"in some classifications considered a superphylum or a subkingdom; comprises flagellates, ciliates, sporozoans, amoebas, foraminifers",https://en-word.net/id/oewn-01391829-n,kingdom,Protozoa,taxonomic kingdom,https://www.wikidata.org/entity/Q6088705,Similar,TRUE,
phylum,Protozoa,"in some classifications considered a superphylum or a subkingdom; comprises flagellates, ciliates, sporozoans, amoebas, foraminifers",https://en-word.net/id/oewn-01391829-n,kingdom,Protozoa,group of unicellular eukaryotic organisms,https://www.wikidata.org/entity/Q101274,Similar,FALSE,
class,Sarcodina,characterized by the formation of pseudopods for locomotion and taking food: Actinopoda; Rhizopoda,https://en-word.net/id/oewn-01392516-n,genus,Sarcodia,genus of algae,https://www.wikidata.org/entity/Q21400186,Similar,TRUE,
class,Sarcodina,characterized by the formation of pseudopods for locomotion and taking food: Actinopoda; Rhizopoda,https://en-word.net/id/oewn-01392516-n,genus,Narcodina,genus of crustaceans,https://www.wikidata.org/entity/Q18592299,Similar,FALSE,
order,Heliozoa,mostly freshwater protozoa,https://en-word.net/id/oewn-01393268-n,class,Heliozoa,phylum of protists,https://www.wikidata.org/entity/Q968988,Similar,TRUE,
